Today's Date:	14 December 2020	Date of Test:	11 December 2020, 12:22:12 PM
Filename:	M50_Validation_0deg_01	Tester Channel:	1
Procedure:	M50_Validation.000	Description:	
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	Aux #1	 Units	Aux #2	 Units	Aux #3	 Units	Aux #4	 Units	Aux #5	 Units	Aux #6	 Units	Aux #7	 Units	Aux #8	 Units	Aux #9	 Units	Aux #10	 Units	Aux #11	 Units	Aux #12	 Units	Aux #13	 Units	Aux #14	 Units	Aux #15	 Units	Aux #16	 Units	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
31	0	2	  0d 00:13:30.8799991607666	  0d 00:13:25.8799991607666	0.11193	0.37795	0.49996	3.35531	D	1	12/11/2020 12:35:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
32	0	2	  0d 00:14:0.879999995231628	  0d 00:13:55.8800010681152	0.11609	0.39193	0.49996	3.35401	D	1	12/11/2020 12:36:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
33	0	2	  0d 00:14:30.8799991607666	  0d 00:14:25.8799991607666	0.12026	0.40590	0.49996	3.35248	D	1	12/11/2020 12:36:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
34	0	2	  0d 00:15:0.879999995231628	  0d 00:14:55.8800010681152	0.12443	0.41987	0.49996	3.35111	D	1	12/11/2020 12:37:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
35	0	2	  0d 00:15:30.8799991607666	  0d 00:15:25.8799991607666	0.12859	0.43383	0.49996	3.34966	D	1	12/11/2020 12:37:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
36	0	2	  0d 00:16:0.879999995231628	  0d 00:15:55.8800010681152	0.13276	0.44778	0.49996	3.34836	D	1	12/11/2020 12:38:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
37	0	2	  0d 00:16:30.8799991607666	  0d 00:16:25.8799991607666	0.13693	0.46173	0.50004	3.34684	D	1	12/11/2020 12:38:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
38	0	2	  0d 00:17:0.879999995231628	  0d 00:16:55.8800010681152	0.14109	0.47567	0.49996	3.34539	D	1	12/11/2020 12:39:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
39	0	2	  0d 00:17:30.8799991607666	  0d 00:17:25.8799991607666	0.14526	0.48961	0.50004	3.34386	D	1	12/11/2020 12:39:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
40	0	2	  0d 00:18:0.879999995231628	  0d 00:17:55.8800010681152	0.14943	0.50354	0.50004	3.34257	D	1	12/11/2020 12:40:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2523.10278	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
41	0	2	  0d 00:18:30.8799991607666	  0d 00:18:25.8799991607666	0.15359	0.51746	0.49996	3.34112	D	1	12/11/2020 12:40:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
42	0	2	  0d 00:19:0.879999995231628	  0d 00:18:55.8800010681152	0.15776	0.53138	0.50004	3.33951	D	1	12/11/2020 12:41:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
43	0	2	  0d 00:19:30.8799991607666	  0d 00:19:25.8799991607666	0.16193	0.54529	0.49996	3.33799	D	1	12/11/2020 12:41:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
44	0	2	  0d 00:20:0.879999995231628	  0d 00:19:55.8800010681152	0.16610	0.55920	0.49996	3.33654	D	1	12/11/2020 12:42:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
45	0	2	  0d 00:20:30.8799991607666	  0d 00:20:25.8799991607666	0.17026	0.57310	0.50004	3.33501	D	1	12/11/2020 12:42:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.17676	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
46	0	2	  0d 00:21:0.879999995231628	  0d 00:20:55.8800010681152	0.17443	0.58699	0.50004	3.33341	D	1	12/11/2020 12:43:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
47	0	2	  0d 00:21:30.8799991607666	  0d 00:21:25.8799991607666	0.17860	0.60088	0.50011	3.33181	D	1	12/11/2020 12:43:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
48	0	2	  0d 00:22:0.879999995231628	  0d 00:21:55.8800010681152	0.18276	0.61476	0.49996	3.33028	D	1	12/11/2020 12:44:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
49	0	2	  0d 00:22:30.8799991607666	  0d 00:22:25.8799991607666	0.18693	0.62863	0.49996	3.32868	D	1	12/11/2020 12:44:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
50	0	2	  0d 00:23:0.879999995231628	  0d 00:22:55.8800010681152	0.19110	0.64250	0.50011	3.32708	D	1	12/11/2020 12:45:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
51	0	2	  0d 00:23:30.8799991607666	  0d 00:23:25.8799991607666	0.19526	0.65636	0.49996	3.32547	D	1	12/11/2020 12:45:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.04980	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
52	0	2	  0d 00:24:0.879999995231628	  0d 00:23:55.8800010681152	0.19943	0.67021	0.49996	3.32372	D	1	12/11/2020 12:46:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
53	0	2	  0d 00:24:30.8799991607666	  0d 00:24:25.8799991607666	0.20360	0.68406	0.50004	3.32204	D	1	12/11/2020 12:46:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
54	0	2	  0d 00:25:0.879999995231628	  0d 00:24:55.8800010681152	0.20776	0.69790	0.49996	3.32044	D	1	12/11/2020 12:47:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
55	0	2	  0d 00:25:30.8799991607666	  0d 00:25:25.8799991607666	0.21193	0.71173	0.50004	3.31861	D	1	12/11/2020 12:47:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
56	0	2	  0d 00:26:0.879999995231628	  0d 00:25:55.8800010681152	0.21610	0.72555	0.50004	3.31693	D	1	12/11/2020 12:48:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
57	0	2	  0d 00:26:30.8799991607666	  0d 00:26:25.8799991607666	0.22026	0.73937	0.49996	3.31502	D	1	12/11/2020 12:48:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58	0	2	  0d 00:27:0.879999995231628	  0d 00:26:55.8800010681152	0.22443	0.75318	0.50004	3.31327	D	1	12/11/2020 12:49:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
59	0	2	  0d 00:27:30.8799991607666	  0d 00:27:25.8799991607666	0.22860	0.76698	0.50004	3.31144	D	1	12/11/2020 12:49:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
60	0	2	  0d 00:28:0.879999995231628	  0d 00:27:55.8800010681152	0.23276	0.78077	0.50004	3.30945	D	1	12/11/2020 12:50:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
61	0	2	  0d 00:28:30.8799991607666	  0d 00:28:25.8799991607666	0.23693	0.79456	0.49996	3.30777	D	1	12/11/2020 12:50:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
62	0	2	  0d 00:29:0.879999995231628	  0d 00:28:55.8800010681152	0.24110	0.80834	0.50004	3.30571	D	1	12/11/2020 12:51:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
63	0	2	  0d 00:29:30.8799991607666	  0d 00:29:25.8799991607666	0.24526	0.82211	0.50004	3.30381	D	1	12/11/2020 12:51:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
64	0	2	  0d 00:30:0.879999995231628	  0d 00:29:55.8800010681152	0.24943	0.83587	0.49996	3.30190	D	1	12/11/2020 12:52:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
65	0	2	  0d 00:30:30.8799991607666	  0d 00:30:25.8799991607666	0.25360	0.84962	0.50004	3.29976	D	1	12/11/2020 12:52:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
66	0	2	  0d 00:31:0.879999995231628	  0d 00:30:55.8800010681152	0.25776	0.86337	0.49996	3.29763	D	1	12/11/2020 12:53:13	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
67	0	2	  0d 00:31:30.8799991607666	  0d 00:31:25.8799991607666	0.26193	0.87711	0.49996	3.29526	D	1	12/11/2020 12:53:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
68	0	2	  0d 00:32:0.879999995231628	  0d 00:31:55.8800010681152	0.26610	0.89083	0.50004	3.29313	D	1	12/11/2020 12:54:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
69	0	2	  0d 00:32:30.8799991607666	  0d 00:32:25.8799991607666	0.27026	0.90455	0.50004	3.29084	D	1	12/11/2020 12:54:43	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
70	0	2	  0d 00:33:0.879999995231628	  0d 00:32:55.8800010681152	0.27443	0.91826	0.49989	3.28840	D	1	12/11/2020 12:55:13	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
