Today''s Date	03/28/2022 12:50:27 PM

Date of Test:	08/23/2021 6:04:18 PM

Rec#	Cyc#	Step	TestTime	StepTime	mAmp-hr	mWatt-hr	mAmps	Volts	State	ES	DPt Time	Unnamed: 12
3117	11	4	  2d 22:38:30.97	  0d 02:05:16.62	374.1362	992.1869	179.2172	3094.5296	C	1	08/26/2021 4:43:01 PM	
3118	11	4	  2d 22:40:30.97	  0d 02:07:16.62	380.1091	1010.7143	179.1409	3109.1783	C	1	08/26/2021 4:45:01 PM	
3119	11	4	  2d 22:42:30.97	  0d 02:09:16.62	386.0821	1029.3287	179.1409	3123.3692	C	1	08/26/2021 4:47:01 PM	
3120	11	4	  2d 22:44:30.97	  0d 02:11:16.62	392.055	1048.024	179.1409	3136.3394	C	1	08/26/2021 4:49:01 PM	
3121	11	4	  2d 22:46:30.97	  0d 02:13:16.62	398.028	1066.7907	178.9883	3147.4784	C	1	08/26/2021 4:51:01 PM	
3122	11	4	  2d 22:48:30.97	  0d 02:15:16.62	404.0009	1085.6173	179.2935	3156.1761	C	1	08/26/2021 4:53:01 PM	
3123	11	4	  2d 22:50:30.97	  0d 02:17:16.62	409.9739	1104.4939	179.2935	3163.9582	C	1	08/26/2021 4:55:01 PM	
3124	11	4	  2d 22:52:30.97	  0d 02:19:16.62	415.9469	1123.413	179.1409	3170.8248	C	1	08/26/2021 4:57:01 PM	
3125	11	4	  2d 22:54:30.97	  0d 02:21:16.62	421.9198	1142.3691	179.1409	3176.6232	C	1	08/26/2021 4:59:01 PM	
3126	11	4	  2d 22:56:30.97	  0d 02:23:16.62	427.8928	1161.358	179.2935	3181.8112	C	1	08/26/2021 5:01:01 PM	
3127	11	4	  2d 22:58:30.97	  0d 02:25:16.62	433.8657	1180.3762	179.2172	3186.2364	C	1	08/26/2021 5:03:01 PM	
3128	11	4	  2d 23:00:30.97	  0d 02:27:16.62	439.8386	1199.4212	179.2172	3190.6615	C	1	08/26/2021 5:05:01 PM	
3129	11	4	  2d 23:02:30.97	  0d 02:29:16.62	445.8116	1218.4908	179.0646	3194.6288	C	1	08/26/2021 5:07:01 PM	
3130	11	4	  2d 23:04:30.97	  0d 02:31:16.62	451.7845	1237.5829	179.1409	3198.1384	C	1	08/26/2021 5:09:01 PM	
3131	11	4	  2d 23:06:30.97	  0d 02:33:16.62	457.7575	1256.696	179.2935	3201.4954	C	1	08/26/2021 5:11:01 PM	
3132	11	4	  2d 23:08:30.97	  0d 02:35:16.62	463.7305	1275.8285	179.2172	3204.8524	C	1	08/26/2021 5:13:01 PM	
3133	11	4	  2d 23:10:30.97	  0d 02:37:16.62	469.7034	1294.9793	179.1409	3207.7516	C	1	08/26/2021 5:15:01 PM	
3134	11	4	  2d 23:12:30.97	  0d 02:39:16.62	475.6764	1314.1473	179.1409	3210.4982	C	1	08/26/2021 5:17:01 PM	
3135	11	4	  2d 23:14:30.97	  0d 02:41:16.62	481.6493	1333.3315	179.2172	3213.0922	C	1	08/26/2021 5:19:01 PM	
3136	11	4	  2d 23:16:30.97	  0d 02:43:16.62	487.6223	1352.5309	179.3698	3215.5337	C	1	08/26/2021 5:21:01 PM	
3137	11	4	  2d 23:18:30.97	  0d 02:45:16.62	493.5952	1371.7449	179.2172	3217.8225	C	1	08/26/2021 5:23:01 PM	
3138	11	4	  2d 23:20:30.97	  0d 02:47:16.62	499.5682	1390.9733	179.1409	3220.4166	C	1	08/26/2021 5:25:01 PM	
3139	11	4	  2d 23:22:30.97	  0d 02:49:16.62	505.5411	1410.2154	179.2172	3222.5528	C	1	08/26/2021 5:27:01 PM	
3140	11	4	  2d 23:24:30.97	  0d 02:51:16.62	511.5141	1429.4707	179.1409	3224.5365	C	1	08/26/2021 5:29:01 PM	
3141	11	4	  2d 23:26:30.97	  0d 02:53:16.62	517.487	1448.7388	179.0646	3227.1305	C	1	08/26/2021 5:31:01 PM	
3142	11	4	  2d 23:28:30.97	  0d 02:55:16.62	523.46	1468.0191	179.2172	3228.809	C	1	08/26/2021 5:33:01 PM	
3143	11	4	  2d 23:30:30.97	  0d 02:57:16.62	529.4329	1487.3121	179.2172	3231.0979	C	1	08/26/2021 5:35:01 PM	
3144	11	4	  2d 23:32:30.97	  0d 02:59:16.62	535.4059	1506.6168	179.1409	3232.929	C	1	08/26/2021 5:37:01 PM	
3145	11	4	  2d 23:34:30.97	  0d 03:01:16.62	541.3788	1525.9337	179.2935	3234.9126	C	1	08/26/2021 5:39:01 PM	
3146	11	4	  2d 23:36:30.97	  0d 03:03:16.62	547.3518	1545.262	179.1409	3236.8963	C	1	08/26/2021 5:41:01 PM	
3147	11	4	  2d 23:38:30.97	  0d 03:05:16.62	553.3247	1564.6022	178.9883	3238.88	C	1	08/26/2021 5:43:01 PM	
3148	11	4	  2d 23:40:30.97	  0d 03:07:16.62	559.2977	1583.9541	179.2172	3241.0163	C	1	08/26/2021 5:45:01 PM	
3149	11	4	  2d 23:42:30.97	  0d 03:09:16.62	565.2706	1603.3177	179.2172	3242.8473	C	1	08/26/2021 5:47:01 PM	
3150	11	4	  2d 23:44:30.97	  0d 03:11:16.62	571.2436	1622.6927	179.1409	3244.6784	C	1	08/26/2021 5:49:01 PM	
3151	11	4	  2d 23:46:30.97	  0d 03:13:16.62	577.2165	1642.0794	179.3698	3246.5095	C	1	08/26/2021 5:51:01 PM	
3152	11	4	  2d 23:48:30.97	  0d 03:15:16.62	583.1895	1661.4779	179.1409	3248.6458	C	1	08/26/2021 5:53:01 PM	
3153	11	4	  2d 23:50:30.97	  0d 03:17:16.62	589.1624	1680.8879	179.1409	3250.6294	C	1	08/26/2021 5:55:01 PM	
3154	11	4	  2d 23:52:30.97	  0d 03:19:16.62	595.1354	1700.3101	179.2935	3252.6131	C	1	08/26/2021 5:57:01 PM	
3155	11	4	  2d 23:54:30.97	  0d 03:21:16.62	601.1084	1719.7442	179.2172	3254.5968	C	1	08/26/2021 5:59:01 PM	
3156	11	4	  2d 23:56:30.97	  0d 03:23:16.62	607.0813	1739.1909	179.2172	3256.8856	C	1	08/26/2021 6:01:01 PM	
3157	11	4	  2d 23:58:30.97	  0d 03:25:16.62	613.0543	1758.65	179.2935	3259.0219	C	1	08/26/2021 6:03:01 PM	
3158	11	4	  3d 00:00:30.97	  0d 03:27:16.62	619.0272	1778.1218	179.1409	3261.0056	C	1	08/26/2021 6:05:01 PM	
3159	11	4	  3d 00:02:30.97	  0d 03:29:16.62	625.0002	1797.607	179.1409	3263.447	C	1	08/26/2021 6:07:01 PM	
3160	11	4	  3d 00:04:30.97	  0d 03:31:16.62	630.9731	1817.1057	179.0646	3265.7359	C	1	08/26/2021 6:09:01 PM	
3161	11	4	  3d 00:06:30.97	  0d 03:33:16.62	636.9461	1836.6185	179.2172	3267.8721	C	1	08/26/2021 6:11:01 PM	
3162	11	4	  3d 00:08:30.97	  0d 03:35:16.62	642.919	1856.146	179.2172	3270.7713	C	1	08/26/2021 6:13:01 PM	
3163	11	4	  3d 00:10:30.97	  0d 03:37:16.62	648.892	1875.689	179.1409	3273.2128	C	1	08/26/2021 6:15:01 PM	
3164	11	4	  3d 00:12:30.97	  0d 03:39:16.62	654.865	1895.2481	179.1409	3275.9594	C	1	08/26/2021 6:17:01 PM	
3165	11	4	  3d 00:14:30.97	  0d 03:41:16.62	660.8379	1914.8245	179.0646	3279.0112	C	1	08/26/2021 6:19:01 PM	
3166	11	4	  3d 00:16:30.97	  0d 03:43:16.62	666.8109	1934.4196	179.2935	3282.063	C	1	08/26/2021 6:21:01 PM	
3167	11	4	  3d 00:18:30.97	  0d 03:45:16.62	672.7838	1954.0348	179.2172	3285.7252	C	1	08/26/2021 6:23:01 PM	
3168	11	4	  3d 00:20:30.97	  0d 03:47:16.62	678.7568	1973.6721	179.2935	3289.6925	C	1	08/26/2021 6:25:01 PM	
3169	11	4	  3d 00:22:30.97	  0d 03:49:16.62	684.7297	1993.3344	179.2935	3294.2702	C	1	08/26/2021 6:27:01 PM	
3170	11	4	  3d 00:24:30.97	  0d 03:51:16.62	690.7027	2013.0251	179.2935	3299.0005	C	1	08/26/2021 6:29:01 PM	
3171	11	4	  3d 00:26:30.97	  0d 03:53:16.62	696.6756	2032.7493	179.1409	3305.2567	C	1	08/26/2021 6:31:01 PM	
3172	11	4	  3d 00:28:30.97	  0d 03:55:16.62	702.6486	2052.5129	179.2172	3312.4285	C	1	08/26/2021 6:33:01 PM	
3173	11	4	  3d 00:30:30.97	  0d 03:57:16.62	708.6216	2072.324	179.1409	3321.2787	C	1	08/26/2021 6:35:01 PM	
3174	11	4	  3d 00:32:30.97	  0d 03:59:16.62	714.5945	2092.1932	179.2172	3331.96	C	1	08/26/2021 6:37:01 PM	
3175	11	4	  3d 00:34:30.97	  0d 04:01:16.62	720.5675	2112.1335	179.2172	3345.0828	C	1	08/26/2021 6:39:01 PM	
3176	11	4	  3d 00:36:30.97	  0d 04:03:16.62	726.5404	2132.1591	179.2172	3360.647	C	1	08/26/2021 6:41:01 PM	
3177	11	4	  3d 00:38:30.97	  0d 04:05:16.62	732.5134	2152.2857	179.2935	3378.8052	C	1	08/26/2021 6:43:01 PM	
3178	11	4	  3d 00:40:30.97	  0d 04:07:16.62	738.4863	2172.5289	179.2172	3399.5575	C	1	08/26/2021 6:45:01 PM	
3179	11	4	  3d 00:42:30.97	  0d 04:09:16.62	744.4593	2192.9022	179.2935	3421.9883	C	1	08/26/2021 6:47:01 PM	
3180	11	4	  3d 00:44:30.97	  0d 04:11:16.62	750.4323	2213.4152	179.2935	3446.4027	C	1	08/26/2021 6:49:01 PM	
3181	11	4	  3d 00:46:30.97	  0d 04:13:16.62	756.4052	2234.0731	179.2172	3470.6645	C	1	08/26/2021 6:51:01 PM	
3182	11	4	  3d 00:48:30.97	  0d 04:15:16.62	762.3782	2254.877	179.1409	3495.2316	C	1	08/26/2021 6:53:01 PM	
3183	11	4	  3d 00:50:30.97	  0d 04:17:16.62	768.3511	2275.8232	179.2935	3518.4253	C	1	08/26/2021 6:55:01 PM	
3184	11	4	  3d 00:52:30.97	  0d 04:19:16.62	774.3241	2296.9064	179.2172	3541.0086	C	1	08/26/2021 6:57:01 PM	
3185	11	4	  3d 00:54:30.97	  0d 04:21:16.62	780.297	2318.123	179.1409	3563.1342	C	1	08/26/2021 6:59:01 PM	
3186	11	4	  3d 00:56:30.97	  0d 04:23:16.62	786.27	2339.4722	179.0646	3585.565	C	1	08/26/2021 7:01:01 PM	
3187	11	4	  3d 00:58:30.97	  0d 04:25:16.62	792.243	2360.9572	179.1409	3608.6061	C	1	08/26/2021 7:03:01 PM	
3188	11	4	  3d 01:00:30.97	  0d 04:27:16.62	798.2159	2382.5853	179.2172	3633.4783	C	1	08/26/2021 7:05:01 PM	
3189	11	4	  3d 01:02:30.97	  0d 04:29:16.62	804.1889	2404.3692	179.3698	3660.7919	C	1	08/26/2021 7:07:01 PM	
3190	11	4	  3d 01:04:26.59	  0d 04:31:12.24	809.9438	2425.522	179.3698	3691.0048	C	5	08/26/2021 7:08:56 PM	
3191	11	4	  3d 01:06:05.93	  0d 04:32:51.58	814.8884	2443.8447	179.1409	3721.0651	C	5	08/26/2021 7:10:36 PM	
3192	11	4	  3d 01:07:32.59	  0d 04:34:18.24	819.2019	2459.9592	179.3698	3751.1254	C	5	08/26/2021 7:12:02 PM	
3193	11	4	  3d 01:08:52.11	  0d 04:35:37.76	823.1599	2474.8657	179.2172	3781.1856	C	5	08/26/2021 7:13:22 PM	
3194	11	4	  3d 01:09:41.80	  0d 04:36:27.45	825.6332	2484.2408	179.1409	3799.9542	C	133	08/26/2021 7:14:11 PM	
3195	11	5	  3d 01:09:41.83	  0d 00:00:00.03	825.6342	2484.2442	182.9557	3799.8016	C	0	08/26/2021 7:14:11 PM	
3196	11	5	  3d 01:11:41.83	  0d 00:02:00.03	828.9062	2496.6827	57.5463	3801.9379	C	1	08/26/2021 7:16:11 PM	
3197	11	5	  3d 01:12:27.47	  0d 00:02:45.67	829.5496	2499.1286	44.7929	3801.7853	C	132	08/26/2021 7:16:57 PM	
3198	11	6	  3d 01:12:27.50	  0d 00:00:00.03	0.007	0.0262	-896.6201	3737.85	D	0	08/26/2021 7:16:58 PM	
3199	11	6	  3d 01:12:29.67	  0d 00:00:02.20	0.5471	2.0327	-895.7809	3707.4846	D	5	08/26/2021 7:17:00 PM	
3200	11	6	  3d 01:12:39.24	  0d 00:00:11.77	2.9289	10.8245	-896.0861	3677.1191	D	5	08/26/2021 7:17:09 PM	
3201	11	6	  3d 01:12:52.28	  0d 00:00:24.81	6.1744	22.708	-896.0861	3646.9062	D	5	08/26/2021 7:17:22 PM	
3202	11	6	  3d 01:13:07.50	  0d 00:00:40.03	9.9624	36.4641	-896.0861	3616.846	D	5	08/26/2021 7:17:38 PM	
3203	11	6	  3d 01:13:25.03	  0d 00:00:57.56	14.3253	52.1769	-895.8572	3586.6331	D	5	08/26/2021 7:17:55 PM	
3204	11	6	  3d 01:13:45.03	  0d 00:01:17.56	19.303	69.9538	-896.0098	3556.5728	D	5	08/26/2021 7:18:15 PM	
3205	11	6	  3d 01:14:06.87	  0d 00:01:39.40	24.7386	89.2026	-896.0098	3526.36	D	5	08/26/2021 7:18:37 PM	
3206	11	6	  3d 01:14:31.09	  0d 00:02:03.62	30.7666	110.3679	-895.7809	3496.1471	D	5	08/26/2021 7:19:01 PM	
3207	11	6	  3d 01:14:57.16	  0d 00:02:29.69	37.255	132.9537	-896.0098	3466.0868	D	5	08/26/2021 7:19:27 PM	
3208	11	6	  3d 01:15:24.68	  0d 00:02:57.21	44.1042	156.5892	-895.9335	3436.0266	D	5	08/26/2021 7:19:55 PM	
3209	11	6	  3d 01:15:52.90	  0d 00:03:25.43	51.1277	180.6156	-896.0098	3405.8137	D	5	08/26/2021 7:20:23 PM	
3210	11	6	  3d 01:16:21.37	  0d 00:03:53.90	58.2135	204.6422	-896.0861	3375.7534	D	5	08/26/2021 7:20:51 PM	
3211	11	6	  3d 01:16:49.33	  0d 00:04:21.86	65.1722	228.0288	-895.9335	3345.6931	D	5	08/26/2021 7:21:19 PM	
3212	11	6	  3d 01:17:16.99	  0d 00:04:49.52	72.0564	250.9572	-896.0098	3315.3277	D	5	08/26/2021 7:21:47 PM	
3213	11	6	  3d 01:17:45.17	  0d 00:05:17.70	79.0699	274.1036	-895.9335	3285.2674	D	5	08/26/2021 7:22:15 PM	
3214	11	6	  3d 01:18:15.91	  0d 00:05:48.44	86.7206	299.1197	-896.0098	3255.2071	D	5	08/26/2021 7:22:46 PM	
3215	11	6	  3d 01:18:54.87	  0d 00:06:27.40	96.4171	330.5304	-896.0861	3225.1469	D	5	08/26/2021 7:23:25 PM	
3216	11	6	  3d 01:19:55.24	  0d 00:07:27.77	111.4422	378.7432	-895.9335	3195.0866	D	5	08/26/2021 7:24:25 PM	
3217	11	6	  3d 01:21:55.24	  0d 00:09:27.77	141.3082	473.6715	-895.8572	3165.9419	D	1	08/26/2021 7:26:25 PM	
3218	11	6	  3d 01:23:55.24	  0d 00:11:27.77	171.1743	567.995	-896.0098	3151.5984	D	1	08/26/2021 7:28:25 PM	
3219	11	6	  3d 01:25:55.24	  0d 00:13:27.77	201.0403	661.9589	-896.0098	3140.9171	D	1	08/26/2021 7:30:25 PM	
3220	11	6	  3d 01:27:55.24	  0d 00:15:27.77	230.9064	755.6286	-895.9335	3131.7617	D	1	08/26/2021 7:32:25 PM	
3221	11	6	  3d 01:29:55.24	  0d 00:17:27.77	260.7724	849.012	-895.9335	3121.8433	D	1	08/26/2021 7:34:25 PM	
3222	11	6	  3d 01:31:55.24	  0d 00:19:27.77	290.6384	942.0903	-896.0098	3111.0094	D	1	08/26/2021 7:36:25 PM	
3223	11	6	  3d 01:33:55.24	  0d 00:21:27.77	320.5045	1034.8162	-896.0098	3098.0392	D	1	08/26/2021 7:38:25 PM	
3224	11	6	  3d 01:35:55.24	  0d 00:23:27.77	350.3705	1127.1052	-895.7809	3080.9491	D	1	08/26/2021 7:40:25 PM	
3225	11	6	  3d 01:37:55.24	  0d 00:25:27.77	380.2366	1218.7861	-896.0098	3056.2295	D	1	08/26/2021 7:42:25 PM	
3226	11	6	  3d 01:39:23.94	  0d 00:26:56.47	402.3125	1285.9534	-895.9335	3026.1692	D	5	08/26/2021 7:43:54 PM	
3227	11	6	  3d 01:40:19.34	  0d 00:27:51.87	416.1007	1327.4852	-896.0098	2996.1089	D	5	08/26/2021 7:44:49 PM	
3228	11	6	  3d 01:40:58.67	  0d 00:28:31.20	425.8893	1356.6735	-896.0098	2966.0487	D	5	08/26/2021 7:45:29 PM	
3229	11	6	  3d 01:41:29.10	  0d 00:29:01.63	433.4628	1379.026	-895.9335	2935.8358	D	5	08/26/2021 7:45:59 PM	
3230	11	6	  3d 01:41:57.63	  0d 00:29:30.16	440.5635	1399.7646	-896.0861	2905.7755	D	5	08/26/2021 7:46:28 PM	
3231	11	6	  3d 01:42:30.66	  0d 00:30:03.19	448.7841	1423.5235	-895.9335	2875.5627	D	5	08/26/2021 7:47:01 PM	
3232	11	6	  3d 01:43:11.73	  0d 00:30:44.26	459.0057	1452.7594	-896.0098	2845.5024	D	5	08/26/2021 7:47:42 PM	
3233	11	6	  3d 01:44:00.90	  0d 00:31:33.43	471.2433	1487.3922	-896.0098	2815.4421	D	5	08/26/2021 7:48:31 PM	
3234	11	6	  3d 01:44:58.01	  0d 00:32:30.54	485.4571	1527.193	-895.9335	2785.3819	D	5	08/26/2021 7:49:28 PM	
3235	11	6	  3d 01:45:57.61	  0d 00:33:30.14	500.2905	1568.2869	-895.9335	2755.3216	D	5	08/26/2021 7:50:28 PM	
3236	11	6	  3d 01:46:56.55	  0d 00:34:29.08	514.9597	1608.4868	-895.9335	2725.1087	D	5	08/26/2021 7:51:27 PM	
3237	11	6	  3d 01:47:53.27	  0d 00:35:25.80	529.0764	1646.7473	-895.8572	2695.0484	D	5	08/26/2021 7:52:23 PM	
3238	11	6	  3d 01:48:47.62	  0d 00:36:20.15	542.6033	1683.0016	-896.0098	2664.9882	D	5	08/26/2021 7:53:18 PM	
3239	11	6	  3d 01:49:38.79	  0d 00:37:11.32	555.3386	1716.7518	-895.8572	2634.9279	D	5	08/26/2021 7:54:09 PM	
3240	11	6	  3d 01:50:28.48	  0d 00:38:01.01	567.7057	1749.1537	-895.9335	2604.715	D	5	08/26/2021 7:54:59 PM	
3241	11	6	  3d 01:51:15.97	  0d 00:38:48.50	579.5252	1779.7647	-895.9335	2574.6548	D	5	08/26/2021 7:55:46 PM	
3242	11	6	  3d 01:52:02.09	  0d 00:39:34.62	591.0037	1809.1461	-896.0098	2544.4419	D	5	08/26/2021 7:56:32 PM	
3243	11	6	  3d 01:52:46.56	  0d 00:40:19.09	602.0715	1837.1424	-896.0861	2514.229	D	5	08/26/2021 7:57:17 PM	
3244	11	6	  3d 01:53:30.18	  0d 00:41:02.71	612.9278	1864.2755	-895.9335	2484.1688	D	5	08/26/2021 7:58:00 PM	
3245	11	6	  3d 01:54:11.87	  0d 00:41:44.40	623.3038	1889.8949	-896.0861	2454.1085	D	5	08/26/2021 7:58:42 PM	
3246	11	6	  3d 01:54:52.80	  0d 00:42:25.33	633.4906	1914.7423	-895.9335	2424.0482	D	5	08/26/2021 7:59:23 PM	
3247	11	6	  3d 01:55:32.54	  0d 00:43:05.07	643.3813	1938.5697	-895.8572	2393.8354	D	5	08/26/2021 8:00:03 PM	
3248	11	6	  3d 01:56:11.38	  0d 00:43:43.91	653.0479	1961.5656	-896.2387	2363.7751	D	5	08/26/2021 8:00:41 PM	
3249	11	6	  3d 01:56:48.96	  0d 00:44:21.49	662.4009	1983.5339	-895.8572	2333.7148	D	5	08/26/2021 8:01:19 PM	
3250	11	6	  3d 01:57:25.38	  0d 00:44:57.91	671.4653	2004.5514	-896.0098	2303.3494	D	5	08/26/2021 8:01:55 PM	
3251	11	6	  3d 01:58:01.05	  0d 00:45:33.58	680.343	2024.8679	-895.9335	2273.2891	D	5	08/26/2021 8:02:31 PM	
3252	11	6	  3d 01:58:35.35	  0d 00:46:07.88	688.8797	2044.1467	-896.0861	2243.0762	D	5	08/26/2021 8:03:05 PM	
3253	11	6	  3d 01:59:08.67	  0d 00:46:41.20	697.1725	2062.6243	-896.0098	2212.7108	D	5	08/26/2021 8:03:39 PM	
3254	11	6	  3d 01:59:41.01	  0d 00:47:13.54	705.2214	2080.3156	-895.7809	2182.4979	D	5	08/26/2021 8:04:11 PM	
3255	11	6	  3d 02:00:12.36	  0d 00:47:44.89	713.0239	2097.229	-895.9335	2152.4376	D	5	08/26/2021 8:04:42 PM	
3256	11	6	  3d 02:00:42.23	  0d 00:48:14.76	720.458	2113.1198	-896.0098	2122.2248	D	5	08/26/2021 8:05:12 PM	
3257	11	6	  3d 02:01:11.57	  0d 00:48:44.10	727.7603	2128.5088	-896.0098	2091.8593	D	5	08/26/2021 8:05:42 PM	
3258	11	6	  3d 02:01:39.60	  0d 00:49:12.13	734.7365	2142.9992	-896.1624	2061.799	D	5	08/26/2021 8:06:10 PM	
3259	11	6	  3d 02:02:06.71	  0d 00:49:39.24	741.4837	2156.8098	-895.8572	2031.4336	D	5	08/26/2021 8:06:37 PM	
3260	11	6	  3d 02:02:32.78	  0d 00:50:05.31	747.9721	2169.894	-896.0861	2001.2207	D	5	08/26/2021 8:07:03 PM	
3261	11	6	  3d 02:02:57.74	  0d 00:50:30.27	754.1843	2182.2327	-896.0098	1970.8553	D	5	08/26/2021 8:07:28 PM	
3262	11	6	  3d 02:03:21.60	  0d 00:50:54.13	760.1226	2193.8481	-896.0098	1940.6424	D	5	08/26/2021 8:07:52 PM	
3263	11	6	  3d 02:03:44.31	  0d 00:51:16.84	765.7748	2204.7332	-896.0861	1910.277	D	5	08/26/2021 8:08:14 PM	
3264	11	6	  3d 02:04:06.15	  0d 00:51:38.68	771.2104	2215.0363	-896.0098	1880.0641	D	5	08/26/2021 8:08:36 PM	
3265	11	6	  3d 02:04:26.70	  0d 00:51:59.23	776.325	2224.5761	-896.1624	1850.0038	D	5	08/26/2021 8:08:57 PM	
3266	11	6	  3d 02:04:46.21	  0d 00:52:18.74	781.1807	2233.4864	-896.0098	1819.4858	D	5	08/26/2021 8:09:16 PM	
3267	11	6	  3d 02:05:04.69	  0d 00:52:37.22	785.7801	2241.7867	-896.0098	1789.2729	D	5	08/26/2021 8:09:35 PM	
3268	11	6	  3d 02:05:21.89	  0d 00:52:54.42	790.0609	2249.3822	-896.0098	1759.06	D	5	08/26/2021 8:09:52 PM	
3269	11	6	  3d 02:05:37.82	  0d 00:53:10.35	794.0256	2256.2973	-896.0861	1728.9998	D	5	08/26/2021 8:10:08 PM	
3270	11	6	  3d 02:05:52.71	  0d 00:53:25.24	797.7314	2262.6494	-895.8572	1698.9395	D	5	08/26/2021 8:10:23 PM	
3271	11	6	  3d 02:06:06.45	  0d 00:53:38.98	801.1511	2268.4081	-895.7809	1668.8792	D	5	08/26/2021 8:10:37 PM	
3272	11	6	  3d 02:06:19.17	  0d 00:53:51.70	804.3169	2273.6442	-895.8572	1638.819	D	5	08/26/2021 8:10:49 PM	
3273	11	6	  3d 02:06:30.92	  0d 00:54:03.45	807.2413	2278.3931	-896.0098	1608.6061	D	5	08/26/2021 8:11:01 PM	
3274	11	6	  3d 02:06:41.88	  0d 00:54:14.41	809.969	2282.7402	-895.9335	1578.088	D	5	08/26/2021 8:11:12 PM	
3275	11	6	  3d 02:06:51.91	  0d 00:54:24.44	812.4654	2286.6424	-895.9335	1547.8752	D	5	08/26/2021 8:11:22 PM	
3276	11	6	  3d 02:07:01.13	  0d 00:54:33.66	814.7601	2290.1599	-896.0861	1517.3571	D	5	08/26/2021 8:11:31 PM	
3277	11	6	  3d 02:07:09.63	  0d 00:54:42.16	816.8756	2293.3384	-895.9335	1487.1443	D	5	08/26/2021 8:11:40 PM	
3278	11	6	  3d 02:07:17.45	  0d 00:54:49.98	818.8218	2296.2035	-896.0098	1456.9314	D	5	08/26/2021 8:11:48 PM	
3279	11	6	  3d 02:07:24.65	  0d 00:54:57.18	820.6138	2298.7871	-895.9335	1426.4134	D	5	08/26/2021 8:11:55 PM	
3280	11	6	  3d 02:07:31.35	  0d 00:55:03.88	822.2813	2301.1406	-896.0098	1395.7427	D	5	08/26/2021 8:12:01 PM	
3281	11	6	  3d 02:07:37.61	  0d 00:55:10.14	823.8393	2303.2919	-896.2387	1365.3773	D	5	08/26/2021 8:12:08 PM	
3282	11	6	  3d 02:07:43.43	  0d 00:55:15.96	825.2878	2305.2477	-895.8572	1334.7066	D	5	08/26/2021 8:12:14 PM	
3283	11	6	  3d 02:07:48.89	  0d 00:55:21.42	826.6467	2307.0408	-896.0098	1304.036	D	5	08/26/2021 8:12:19 PM	
3284	11	6	  3d 02:07:49.58	  0d 00:55:22.11	826.8185	2307.2644	-895.9335	1300.0687	D	133	08/26/2021 8:12:20 PM	
3285	12	4	  3d 02:07:49.62	  0d 00:00:00.04	0.0013	0.0021	181.3535	1647.5166	C	0	08/26/2021 8:12:20 PM	
3286	12	4	  3d 02:07:49.81	  0d 00:00:00.23	0.0108	0.018	179.2172	1698.7869	C	5	08/26/2021 8:12:20 PM	
3287	12	4	  3d 02:07:50.05	  0d 00:00:00.47	0.0227	0.0386	179.2935	1741.3596	C	5	08/26/2021 8:12:21 PM	
3288	12	4	  3d 02:07:50.40	  0d 00:00:00.82	0.0401	0.0694	179.2172	1779.0494	C	5	08/26/2021 8:12:21 PM	
3289	12	4	  3d 02:07:50.96	  0d 00:00:01.38	0.068	0.1195	179.0646	1812.9244	C	5	08/26/2021 8:12:22 PM	
3290	12	4	  3d 02:07:51.97	  0d 00:00:02.39	0.1183	0.2116	179.1409	1845.1209	C	5	08/26/2021 8:12:23 PM	
3291	12	4	  3d 02:07:54.17	  0d 00:00:04.59	0.2278	0.4156	179.2172	1875.7916	C	5	08/26/2021 8:12:25 PM	
3292	12	4	  3d 02:07:59.24	  0d 00:00:09.66	0.4801	0.8934	179.1409	1906.3096	C	5	08/26/2021 8:12:30 PM	
3293	12	4	  3d 02:08:09.85	  0d 00:00:20.27	1.0082	1.909	179.1409	1936.5225	C	5	08/26/2021 8:12:40 PM	
3294	12	4	  3d 02:08:29.05	  0d 00:00:39.47	1.9639	3.7755	179.3698	1966.7353	C	5	08/26/2021 8:13:00 PM	
3295	12	4	  3d 02:08:59.91	  0d 00:01:10.33	3.5	6.8211	179.3698	1996.7956	C	5	08/26/2021 8:13:30 PM	
3296	12	4	  3d 02:09:45.01	  0d 00:01:55.43	5.7448	11.3394	179.2172	2026.8559	C	5	08/26/2021 8:14:16 PM	
3297	12	4	  3d 02:10:44.70	  0d 00:02:55.12	8.7158	17.4078	179.2172	2056.9162	C	5	08/26/2021 8:15:15 PM	
3298	12	4	  3d 02:11:59.89	  0d 00:04:10.31	12.4584	25.164	179.1409	2086.9764	C	5	08/26/2021 8:16:30 PM	
3299	12	4	  3d 02:13:29.01	  0d 00:05:39.43	16.8943	34.4902	179.2935	2117.1893	C	5	08/26/2021 8:18:00 PM	
3300	12	4	  3d 02:15:11.58	  0d 00:07:22.00	21.9997	45.3774	179.2935	2147.2496	C	5	08/26/2021 8:19:42 PM	
3301	12	4	  3d 02:17:04.77	  0d 00:09:15.19	27.6337	57.5613	178.9883	2177.3098	C	5	08/26/2021 8:21:35 PM	
3302	12	4	  3d 02:19:04.77	  0d 00:11:15.19	33.6066	70.6553	179.2172	2206.6072	C	1	08/26/2021 8:23:35 PM	
3303	12	4	  3d 02:21:04.77	  0d 00:13:15.19	39.5796	83.9182	179.2935	2234.0734	C	1	08/26/2021 8:25:35 PM	
